,box,angry,disgust,fear,happy,sad,surprise,neutral
1720,[ 49  93 169 169],0.16,0.0,0.1,0.05,0.57,0.01,0.12
1721,[ 50  97 165 165],0.16,0.0,0.11,0.01,0.62,0.02,0.08
1722,[ 53 100 164 164],0.16,0.0,0.13,0.0,0.61,0.01,0.1
1723,[ 51  99 168 168],0.16,0.0,0.23,0.0,0.53,0.02,0.05
1724,[ 50  98 169 169],0.14,0.0,0.22,0.0,0.55,0.03,0.06
1725,[ 52 102 164 164],0.05,0.0,0.1,0.0,0.81,0.01,0.03
1726,[ 47  99 173 173],0.15,0.0,0.19,0.01,0.5,0.01,0.13
1727,[ 47 100 173 173],0.09,0.0,0.13,0.01,0.61,0.01,0.14
1728,[ 48 101 171 171],0.11,0.0,0.14,0.0,0.65,0.01,0.07
1729,[ 48 100 171 171],0.1,0.0,0.1,0.01,0.7,0.01,0.08
1730,[ 51 102 168 168],0.11,0.0,0.1,0.01,0.68,0.01,0.09
